,MAT,TDiurnRng,Isotherm,TSeas,TMaxWrmM,TMinCM,TAnnRng,AveTWetQtr,AveTDQtr,AveTWrmQtr,AveTCQtr,MAP,PWetM,PDryM,PSeas,PWetQtr,PDryQtr,PWrmQtr,PColdQtr
SC2M,84,138,34,8975,309,-96,405,74,201,201,-31,598,69,20,30,192,83,83,176
WYSR1,42,166,38,8986,280,-149,429,87,148,155,-77,438,49,26,17,127,94,101,115
WYSR2,42,166,38,8986,280,-149,429,87,148,155,-77,438,49,26,17,127,94,101,115
WYSR3,40,168,38,9008,279,-152,431,85,147,154,-79,439,49,26,17,126,94,100,116
WYSR4,38,168,38,9010,278,-153,431,83,146,153,-80,442,49,27,17,127,95,102,117
WYSR6,38,168,38,9010,278,-153,431,83,146,153,-80,442,49,27,17,127,95,102,117
WYSR7,38,168,38,9010,278,-153,431,83,146,153,-80,442,49,27,17,127,95,102,117
WYSR9,36,169,39,9005,276,-156,432,82,143,151,-82,442,48,27,17,125,95,101,119
WYSR10,36,169,39,9005,276,-156,432,82,143,151,-82,442,48,27,17,125,95,101,119
WYSR11,36,169,39,9005,276,-156,432,82,143,151,-82,442,48,27,17,125,95,101,119
WYSR12,36,169,39,9005,276,-156,432,82,143,151,-82,442,48,27,17,125,95,101,119
WYSR13,36,169,39,9005,276,-156,432,82,143,151,-82,442,48,27,17,125,95,101,119
WYSR14,39,169,39,8974,279,-153,432,83,145,153,-80,433,48,26,17,125,93,101,115
WYSR15,39,169,39,8974,279,-153,432,83,145,153,-80,433,48,26,17,125,93,101,115
WYSR16,39,169,39,8974,279,-153,432,83,145,153,-80,433,48,26,17,125,93,101,115
WYSR17,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR18,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR19,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR20,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR21,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR22,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR23,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR24,40,168,38,8993,280,-151,431,86,146,154,-79,430,48,26,18,125,92,100,113
WYSR25,24,166,37,9202,263,-174,437,-82,133,140,-97,518,61,29,22,170,99,108,163
WYSR26,24,166,37,9202,263,-174,437,-82,133,140,-97,518,61,29,22,170,99,108,163
WYSR27,24,166,37,9202,263,-174,437,-82,133,140,-97,518,61,29,22,170,99,108,163
WYSR29A,24,166,37,9214,264,-174,438,-81,134,141,-97,513,60,29,22,167,99,108,160
WYSR30,24,166,37,9202,263,-174,437,-82,133,140,-97,518,61,29,22,170,99,108,163
WYSR31,24,166,37,9202,263,-174,437,-82,133,140,-97,518,61,29,22,170,99,108,163
WYSR32,22,166,38,9177,260,-175,435,-82,132,139,-98,535,64,30,24,179,100,109,171
WYSR33,22,166,38,9177,260,-175,435,-82,132,139,-98,535,64,30,24,179,100,109,171
WYSR34,22,166,38,9177,260,-175,435,-82,132,139,-98,535,64,30,24,179,100,109,171
WYSR35,22,166,38,9177,260,-175,435,-82,132,139,-98,535,64,30,24,179,100,109,171
WYSR36,22,166,38,9177,260,-175,435,-82,132,139,-98,535,64,30,24,179,100,109,171
WYSR38,18,164,38,9091,253,-177,430,-85,127,134,-100,569,70,31,25,194,103,112,187
WYSR45,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYSR47,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYSR48,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYSR49,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYSR50,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYSR52,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYSR54,18,163,37,9029,252,-177,429,-84,127,133,-99,593,74,32,26,206,104,113,198
WYPC3,12,164,38,8916,245,-181,426,-89,120,126,-103,611,76,34,26,211,110,119,203
WYPC9,13,164,38,8913,246,-180,426,-87,121,127,-102,610,76,33,26,211,109,118,203
WYPC11,13,164,38,8952,247,-180,427,-88,122,128,-102,610,76,33,26,211,109,118,203
BH1,57,155,38,8422,283,-124,407,143,-50,167,-50,251,49,6,64,117,22,101,22
BH2,57,156,38,8451,283,-125,408,142,-50,167,-50,252,49,6,60,117,22,101,22
BH4,57,155,38,8422,283,-124,407,143,-50,167,-50,251,49,6,64,117,22,101,22
BH6,63,158,38,8310,288,-118,406,148,-42,172,-42,246,51,5,68,121,17,105,17
BH7,63,158,38,8310,288,-118,406,148,-42,172,-42,246,51,5,68,121,17,105,17
BH9,63,158,38,8310,288,-118,406,148,-42,172,-42,246,51,5,68,121,17,105,17
BH10,63,158,38,8292,288,-118,406,148,-42,171,-42,246,51,5,68,121,17,105,17
BH16,63,160,39,8224,289,-117,406,148,-42,170,-42,247,50,5,67,120,17,105,17
BH36,63,159,38,8295,289,-119,408,148,-42,171,-42,247,50,5,67,121,18,105,18
BH37,63,159,38,8295,289,-119,408,148,-42,171,-42,247,50,5,67,121,18,105,18
BH39,63,159,38,8295,289,-119,408,148,-42,171,-42,247,50,5,67,121,18,105,18
BH40,63,159,38,8295,289,-119,408,148,-42,171,-42,247,50,5,67,121,18,105,18
BH41,63,159,38,8295,289,-119,408,148,-42,171,-42,247,50,5,67,121,18,105,18
BH42,63,159,38,8295,289,-119,408,148,-42,171,-42,247,50,5,67,121,18,105,18
BH45,60,158,39,8260,284,-121,405,144,-45,168,-45,262,51,6,65,125,20,109,20
BH46,63,161,39,8248,290,-117,407,148,-42,171,-42,250,50,5,68,122,17,106,17
BH47,63,161,39,8248,290,-117,407,148,-42,171,-42,250,50,5,68,122,17,106,17
BH48,63,161,39,8248,290,-117,407,148,-42,171,-42,250,50,5,68,122,17,106,17
BH49,63,161,39,8248,290,-117,407,148,-42,171,-42,250,50,5,68,122,17,106,17
BH51,60,158,39,8260,284,-121,405,144,-45,168,-45,262,51,6,65,125,20,109,20
BH53,60,158,39,8260,284,-121,405,144,-45,168,-45,262,51,6,65,125,20,109,20
BH54,60,158,39,8260,284,-121,405,144,-45,168,-45,262,51,6,65,125,20,109,20
BH55,63,160,39,8271,289,-119,408,148,-42,171,-42,247,50,5,68,121,17,106,17
BH57,63,159,38,8310,289,-119,408,148,-42,172,-42,248,50,5,67,121,18,105,18
BH58,63,159,38,8310,289,-119,408,148,-42,172,-42,248,50,5,67,121,18,105,18
BH59,63,159,38,8310,289,-119,408,148,-42,172,-42,248,50,5,67,121,18,105,18
BH60,63,159,38,8310,289,-119,408,148,-42,172,-42,248,50,5,67,121,18,105,18
BH62,63,158,38,8336,289,-120,409,148,-42,172,-42,249,50,5,67,122,19,105,19
BH63,63,158,38,8336,289,-120,409,148,-42,172,-42,249,50,5,67,122,19,105,19
BH64,63,158,38,8336,289,-120,409,148,-42,172,-42,249,50,5,67,122,19,105,19
BH65,63,158,38,8336,289,-120,409,148,-42,172,-42,249,50,5,67,122,19,105,19
BH66,64,158,38,8306,289,-118,407,149,-42,172,-42,249,50,5,67,122,19,105,19
BH67,64,158,38,8324,290,-118,408,149,-42,172,-42,249,50,5,67,122,19,105,19
BH68,64,158,38,8324,290,-118,408,149,-42,172,-42,249,50,5,67,122,19,105,19
BH69,64,158,38,8324,290,-118,408,149,-42,172,-42,249,50,5,67,122,19,105,19
BH70,64,158,38,8324,290,-118,408,149,-42,172,-42,249,50,5,67,122,19,105,19
BH71,64,158,38,8309,290,-118,408,149,-41,172,-41,249,50,5,67,122,19,105,19
BH73,64,158,38,8297,289,-118,407,148,-41,172,-41,251,50,5,67,122,19,105,19
BH77,64,157,38,8311,289,-118,407,149,-41,173,-41,251,50,6,67,122,20,105,20
BH78,64,157,38,8311,289,-118,407,149,-41,173,-41,251,50,6,67,122,20,105,20
BH80,64,157,38,8311,289,-118,407,149,-41,173,-41,251,50,6,67,122,20,105,20
BL40,40,168,38,8877,275,-158,433,128,-55,153,-76,240,36,11,36,92,41,84,42
BL45,40,169,38,8919,276,-158,434,129,-55,154,-76,240,36,11,36,92,41,84,42
BL51,41,168,38,8939,276,-157,433,130,-55,155,-75,243,36,11,35,92,43,84,44
BL54,42,166,38,9024,277,-157,434,132,-55,157,-76,246,36,13,33,92,46,83,48
BL55,42,166,38,9024,277,-157,434,132,-55,157,-76,246,36,13,33,92,46,83,48
BL56,42,166,38,9024,277,-157,434,132,-55,157,-76,246,36,13,33,92,46,83,48
BL57,41,166,38,9010,275,-159,434,130,-16,155,-77,253,37,13,32,94,47,85,50
BL62,43,164,37,9061,276,-156,432,133,-55,158,-76,253,36,13,30,92,49,83,52
BL63,43,164,37,9061,276,-156,432,133,-55,158,-76,253,36,13,30,92,49,83,52
BL64,34,166,38,8973,267,-165,432,123,-22,148,-83,274,38,14,30,98,53,88,56
BL65,34,166,38,8973,267,-165,432,123,-22,148,-83,274,38,14,30,98,53,88,56
BL67,42,165,38,9062,274,-159,433,131,-15,156,-77,257,36,13,30,93,49,84,53
BL68,42,165,38,9062,274,-159,433,131,-15,156,-77,257,36,13,30,93,49,84,53
BL70,44,164,37,9144,277,-157,434,135,-12,159,-77,255,36,13,30,92,50,83,54
BL71,44,163,37,9145,277,-157,434,135,52,159,-76,256,36,13,29,92,50,83,55
BL72,44,164,37,9156,277,-157,434,135,-12,159,-77,257,36,13,29,91,51,82,56
BL73,44,164,37,9156,277,-157,434,135,-12,159,-77,257,36,13,29,91,51,82,56
BL75,45,164,37,9190,279,-157,436,136,53,160,-76,261,36,13,29,92,51,82,58
BL76,45,164,37,9190,279,-157,436,136,53,160,-76,261,36,13,29,92,51,82,58
BL77,45,164,37,9190,279,-157,436,136,53,160,-76,261,36,13,29,92,51,82,58
BL78,45,164,37,9196,279,-157,436,136,53,161,-76,263,36,13,29,92,52,82,59
BL79,45,164,37,9196,279,-157,436,136,53,161,-76,263,36,13,29,92,52,82,59
BL81,45,164,37,9184,279,-157,436,136,53,161,-76,264,36,13,27,92,52,82,60
BL82,45,164,37,9184,279,-157,436,136,53,161,-76,264,36,13,27,92,52,82,60
BL83,46,164,37,9231,280,-158,438,137,53,162,-76,263,36,13,29,92,52,82,59
BL85,46,164,37,9231,280,-158,438,137,53,162,-76,263,36,13,29,92,52,82,59
BL86,46,164,37,9242,280,-158,438,138,54,162,-76,263,36,13,29,92,52,82,59
BL87,46,164,37,9242,280,-158,438,138,54,162,-76,263,36,13,29,92,52,82,59
BL88,46,164,37,9293,282,-158,440,139,54,163,-77,262,36,13,29,91,52,81,59
BL90,46,165,37,9280,281,-158,439,139,54,163,-77,264,36,13,27,91,52,81,61
BWR74,64,159,37,9160,301,-128,429,-42,174,180,-57,355,51,12,43,144,44,55,139
BWR75,64,159,37,9160,301,-128,429,-42,174,180,-57,355,51,12,43,144,44,55,139
BWR76,64,159,37,9160,301,-128,429,-42,174,180,-57,355,51,12,43,144,44,55,139
BWR78,64,159,37,9160,301,-128,429,-42,174,180,-57,355,51,12,43,144,44,55,139
BWR83,64,159,37,9145,302,-126,428,-41,175,181,-56,353,51,11,44,145,42,52,139
BWR84,64,159,37,9145,302,-126,428,-41,175,181,-56,353,51,11,44,145,42,52,139
ABOR01,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR02,50,136,35,8448,252,-135,387,136,-59,158,-59,411,76,16,53,177,52,163,52
ABOR03,50,136,34,8473,252,-137,389,136,-60,158,-60,411,76,16,53,177,52,163,52
ABOR04,50,136,34,8473,252,-137,389,136,-60,158,-60,411,76,16,53,177,52,163,52
ABOR05,50,136,35,8448,252,-135,387,136,-59,158,-59,411,76,16,53,177,52,163,52
ABOR06,50,136,34,8473,252,-137,389,136,-60,158,-60,411,76,16,53,177,52,163,52
ABOR07,50,136,34,8473,252,-137,389,136,-60,158,-60,411,76,16,53,177,52,163,52
ABOR08,50,136,34,8473,252,-137,389,136,-60,158,-60,411,76,16,53,177,52,163,52
ABOR09,50,136,35,8448,252,-135,387,136,-59,158,-59,411,76,16,53,177,52,163,52
ABOR10,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR11,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR12,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR13,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR14,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR15,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR16,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR17,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR18,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR19,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR20,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR21,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR22,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR23,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR24,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR25,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR26,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR27,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR28,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR29,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR30,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR31,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR32,48,136,33,9019,254,-154,408,142,-4,162,-69,410,73,17,49,169,54,164,58
ABOR33,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR34,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR35,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR36,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR37,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR38,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR39,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR40,48,136,33,9005,253,-155,408,141,-4,161,-70,412,74,17,49,170,54,165,58
ABOR41,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR42,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR43,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR44,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR45,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR46,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR47,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR48,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR49,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR50,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR51,57,134,32,9292,263,-147,410,152,1,173,-65,385,68,15,48,157,52,153,54
ABOR52,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR53,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR54,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR55,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR56,56,134,32,9286,263,-148,411,153,1,173,-66,385,68,15,48,157,52,153,54
ABOR57,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR58,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR59,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
ABOR60,56,134,32,9286,263,-148,411,153,1,173,-66,384,68,15,48,157,51,153,54
