"","RC1","RC2","RC6"
"SampleIDNSW0012",-0.0824793092215569,-0.0117998093723721,0.279292026739341
"SampleIDNSW0013",0.13919144561069,-0.0533157189091862,0.0421069406823148
"SampleIDNSW0014",-0.759709332210431,-0.0899504684848837,-0.390379539666204
"SampleIDNSW0015",-0.562607949906722,0.0289517220734543,-1.16141688724806
"SampleIDNSW0016",-0.430259172083822,-0.0179204618050996,-0.81424523899066
"SampleIDNSW0017",-0.218685927538918,-0.159257112582503,-0.714948191974692
"SampleIDNSW0018",-0.134135688292167,-0.0487582292757938,-1.19080979019463
"SampleIDNSW0019",0.318024856157435,-0.123622861453617,-0.604176731613551
"SampleIDNSW0020",0.0313771120565771,-0.0284483176982769,-0.632340391032523
"SampleIDNSW0023",-0.0527309141171808,-0.0823620100344261,-1.10133637397845
"SampleIDNSW0025",-1.21913248670671,0.289192439753435,-1.17048199183909
"SampleIDNSW0030",0.272189682867361,0.0206319849560587,-1.18030852689305
"SampleIDNSW0034",0.527756853246578,-0.0154484204402256,-0.539281044198206
"SampleIDNSW0042",0.431432870930626,0.853268882214945,0.345355803094289
"SampleIDNSW0043",-0.137937976280747,0.951493343321471,-0.111547854592968
"SampleIDNSW0047",1.67650664314925,0.739158356590396,0.287374217118244
"SampleIDNSW0058",0.989037688624446,0.314357500828427,0.334538920756242
"SampleIDNSW0060",0.87493076915957,0.443772680146334,0.10628242110608
"SampleIDNSW0074",0.41972415533288,-0.408350058874471,-0.95900547778466
"SampleIDNSW0078",0.0853650924616876,0.395801394656947,2.09896530807237
"SampleIDNSW0079",0.162745761888941,0.301448925977685,2.14821012127881
"SampleIDNSW0082",0.0245281062606747,0.408733847900401,1.78898890412588
"SampleIDNSW0088",0.760303088400917,0.785991491796348,1.14531097262101
"SampleIDNSW0091",0.53068819997064,0.898502245827366,1.13695026176282
"SampleIDNSW0093",0.318971903070607,0.890582245482545,1.09000610691087
"SampleIDNSW0096",0.711447189374803,0.765461564672452,0.974463326289406
